"","filename","style"
"88391","70347.jpg","Realism"
"88392","44939.jpg","Ukiyo-e"
"88393","34520.jpg","Pointillism"
"88394","36714.jpg","Dada"
"88395","15045.jpg","Northern Renaissance"
"88396","9402.jpg","Realism"
"88397","78541.jpg","Fauvism"
"88398","21842.jpg","Social Realism"
"88399","73621.jpg","Naïve Art (Primitivism)"
"88400","51837.jpg","Baroque"
"88401","100970.jpg","Pop Art"
"88402","90692.jpg","Post-Impressionism"
"88403","35605.jpg","Pop Art"
"88404","87496.jpg","Realism"
"88405","36952.jpg","Impressionism"
"88406","12032.jpg","Expressionism"
"88407","6863.jpg","Impressionism"
"88408","29330.jpg","Art Informel"
"88409","1142.jpg","Realism"
"88410","20080.jpg","Magic Realism"
"88411","58469.jpg","Hard Edge Painting"
"88412","95910.jpg","Muralism"
"88413","65232.jpg","Academicism"
"88414","15544.jpg","Abstract Expressionism"
"88415","16451.jpg","Lyrical Abstraction"
"88416","81687.jpg","Realism"
"88417","56832.jpg","Classicism"
"88418","2114.jpg","Expressionism"
"88419","76271.jpg","Naïve Art (Primitivism)"
"88420","102575.jpg","Realism"
"88421","89398.jpg","Expressionism"
"88422","13733.jpg","Symbolism"
"88423","31531.jpg","Social Realism"
"88424","2368.jpg","Realism"
"88425","951.jpg","Northern Renaissance"
"88426","9714.jpg","Realism"
"88427","11622.jpg","Impressionism"
"88428","10112.jpg","Expressionism"
"88429","67180.jpg","Naturalism"
"88430","84104.jpg","Art Nouveau (Modern)"
"88431","81095.jpg","Impressionism"
"88432","46966.jpg","Hard Edge Painting"
"88433","2900.jpg","Lyrical Abstraction"
"88434","92935.jpg","Romanticism"
"88435","95863.jpg","Naïve Art (Primitivism)"
"88436","97203.jpg","Abstract Expressionism"
"88437","92532.jpg","Op Art"
"88438","60145.jpg","Neo-Dada"
"88439","77045.jpg","Expressionism"
"88440","57750.jpg","Impressionism"
"88441","99488.jpg","Cubism"
"88442","30298.jpg","Pop Art"
"88443","31723.jpg","Art Informel"
"88444","18340.jpg","Art Informel"
"88445","26122.jpg","Art Informel"
"88446","53369.jpg","Abstract Expressionism"
"88447","67549.jpg","Expressionism"
"88448","94796.jpg","Expressionism"
"88449","50594.jpg","Romanticism"
"88450","49739.jpg","Abstract Art"
"88451","2677.jpg","Neoplasticism"
"88452","82101.jpg","Surrealism"
"88453","99447.jpg","Post-Painterly Abstraction"
"88454","40096.jpg","Concretism"
"88455","66140.jpg","Cubism"
"88456","6265.jpg","Op Art"
"88457","60339.jpg","Realism"
"88458","41274.jpg","Divisionism"
"88459","61075.jpg","Neo-Expressionism"
"88460","24212.jpg","Cubism"
"88461","102708.jpg","Expressionism"
"88462","102051.jpg","Romanticism"
"88463","38928.jpg","Impressionism"
"88464","14790.jpg","Art Informel"
"88465","48862.jpg","Regionalism"
"88466","73792.jpg","Color Field Painting"
"88467","51619.jpg","Romanticism"
"88468","45234.jpg","Art Informel"
"88469","39929.jpg","Realism"
"88470","29228.jpg","Naïve Art (Primitivism)"
"88471","7910.jpg","Pop Art"
"88472","11315.jpg","Socialist Realism"
"88473","9343.jpg","Expressionism"
"88474","91224.jpg","Realism"
"88475","10929.jpg","Rococo"
"88476","47872.jpg","American Realism"
"88477","20315.jpg","Post-Impressionism"
"88478","1890.jpg","Naïve Art (Primitivism)"
"88479","47565.jpg","Cubism"
"88480","41625.jpg","Socialist Realism"
"88481","71014.jpg","Orphism"
"88482","46357.jpg","Abstract Expressionism"
"88483","32990.jpg","Ukiyo-e"
"88484","98386.jpg","Color Field Painting"
"88485","70056.jpg","Purism"
"88486","65276.jpg","Purism"
"88487","32048.jpg","Color Field Painting"
"88488","102323.jpg","Lyrical Abstraction"
"88489","32014.jpg","Expressionism"
"88490","82010.jpg","Impressionism"
"88491","95672.jpg","Abstract Expressionism"
"88492","63016.jpg","Art Deco"
"88493","43300.jpg","Impressionism"
"88494","37522.jpg","Romanticism"
"88495","18204.jpg","Baroque"
"88496","94430.jpg","Realism"
"88497","55735.jpg","Romanticism"
"88498","45759.jpg","Neo-Dada"
"88499","71649.jpg","Expressionism"
"88500","15999.jpg","Pop Art"
"88501","87729.jpg","Concretism"
"88502","15023.jpg","Abstract Expressionism"
"88503","47080.jpg","Pop Art"
"88504","11553.jpg","Expressionism"
"88505","48495.jpg","Orientalism"
"88506","100918.jpg","Abstract Art"
"88507","92457.jpg","Pop Art"
"88508","47339.jpg","Pop Art"
"88509","81533.jpg","Abstract Expressionism"
"88510","51950.jpg","Realism"
"88511","55291.jpg","Expressionism"
"88512","39221.jpg","Art Informel"
"88513","35419.jpg","Impressionism"
"88514","71045.jpg","Lyrical Abstraction"
"88515","46928.jpg","Expressionism"
"88516","20788.jpg","Tachisme"
"88517","11485.jpg","Tonalism"
"88518","46981.jpg","Abstract Expressionism"
"88519","98603.jpg","Pop Art"
"88520","15485.jpg",""
"88521","72929.jpg","Photorealism"
"88522","26919.jpg","Orphism"
"88523","67359.jpg","Post-Impressionism"
"88524","71315.jpg","Abstract Expressionism"
"88525","90926.jpg","Expressionism"
"88526","94948.jpg","Realism"
"88527","93942.jpg","Post-Impressionism"
"88528","83317.jpg","Ottoman Period"
"88529","52652.jpg","Mannerism (Late Renaissance)"
"88530","38801.jpg","Expressionism"
"88531","98396.jpg","Art Nouveau (Modern)"
"88532","73629.jpg","Expressionism"
"88533","96325.jpg","Cubism"
"88534","60427.jpg","Hard Edge Painting"
"88535","21880.jpg","Color Field Painting"
"88536","52489.jpg","Early Renaissance"
"88537","6450.jpg","Academicism"
"88538","79241.jpg","Impressionism"
"88539","51388.jpg","Expressionism"
"88540","88531.jpg","Divisionism"
"88541","58457.jpg","Symbolism"
"88542","97026.jpg","Abstract Expressionism"
"88543","267.jpg","Early Renaissance"
"88544","22842.jpg","Baroque"
"88545","71127.jpg","Lyrical Abstraction"
"88546","63102.jpg","Expressionism"
"88547","36570.jpg","Post-Impressionism"
"88548","12639.jpg","Romanticism"
"88549","101167.jpg","Neoclassicism"
"88550","28771.jpg","Northern Renaissance"
"88551","21997.jpg","Expressionism"
"88552","49438.jpg","Expressionism"
"88553","12911.jpg","Academicism"
"88554","62659.jpg","Post-Impressionism"
"88555","22493.jpg","Realism"
"88556","20207.jpg","Surrealism"
"88557","65139.jpg","Expressionism"
"88558","84621.jpg","Art Nouveau (Modern)"
"88559","26827.jpg","Futurism"
"88560","44352.jpg","Naïve Art (Primitivism)"
"88561","79502.jpg","International Gothic"
"88562","1839.jpg","Realism"
"88563","8684.jpg","Purism"
"88564","100032.jpg","Impressionism"
"88565","14770.jpg","Impressionism"
"88566","9373.jpg","Art Nouveau (Modern)"
"88567","9445.jpg","Art Informel"
"88568","97800.jpg","Art Nouveau (Modern)"
"88569","66308.jpg","Romanticism"
"88570","71215.jpg","Baroque"
"88571","94303.jpg","Post-Impressionism"
"88572","5392.jpg","Art Informel"
"88573","49043.jpg","Realism"
"88574","101870.jpg","Surrealism"
"88575","30946.jpg","Expressionism"
"88576","37981.jpg","Surrealism"
"88577","19993.jpg","Post-Impressionism"
"88578","66195.jpg","Abstract Expressionism"
"88579","38160.jpg","Pop Art"
"88580","19567.jpg","Minimalism"
"88581","86879.jpg","Rococo"
"88582","68170.jpg","Fauvism"
"88583","25107.jpg","Ink and wash painting"
"88584","48843.jpg","Tachisme"
"88585","10052.jpg","Minimalism"
"88586","77474.jpg","Expressionism"
"88587","78479.jpg","Surrealism"
"88588","74558.jpg","Cubism"
"88589","5997.jpg","Abstract Expressionism"
"88590","4293.jpg","Contemporary Realism"
"88591","42284.jpg","Expressionism"
"88592","2236.jpg","Tachisme"
"88593","97763.jpg","Expressionism"
"88594","23695.jpg","Expressionism"
"88595","62012.jpg","Pop Art"
"88596","54734.jpg","Post-Impressionism"
"88597","44238.jpg","Art Informel"
"88598","59110.jpg","Contemporary Realism"
"88599","84629.jpg","Lyrical Abstraction"
"88600","21847.jpg","Naïve Art (Primitivism)"
"88601","18796.jpg","Expressionism"
"88602","71319.jpg","Magic Realism"
"88603","66377.jpg","Pop Art"
"88604","66135.jpg","Contemporary Realism"
"88605","31678.jpg","Art Informel"
"88606","18050.jpg","Abstract Expressionism"
"88607","13297.jpg","Pop Art"
"88608","89762.jpg","Hard Edge Painting"
"88609","86717.jpg","Op Art"
"88610","70983.jpg",""
"88611","28704.jpg","Art Informel"
"88612","50638.jpg","Abstract Expressionism"
"88613","53728.jpg","Lyrical Abstraction"
"88614","612.jpg","Abstract Expressionism"
"88615","102877.jpg","Concretism"
"88616","5644.jpg","Romanticism"
"88617","75744.jpg","Lyrical Abstraction"
"88618","62368.jpg","Naïve Art (Primitivism)"
"88619","68476.jpg","Minimalism"
"88620","75036.jpg","Surrealism"
"88621","24786.jpg","Post-Impressionism"
"88622","53768.jpg","Minimalism"
"88623","711.jpg","Art Informel"
"88624","6934.jpg","Rococo"
"88625","61229.jpg","Neoclassicism"
"88626","30208.jpg","International Gothic"
"88627","72600.jpg","Symbolism"
"88628","58537.jpg","Naïve Art (Primitivism)"
"88629","86659.jpg","Realism"
"88630","46284.jpg","Art Deco"
"88631","41642.jpg","Art Nouveau (Modern)"
"88632","60700.jpg","Impressionism"
"88633","94140.jpg","Northern Renaissance"
"88634","4763.jpg","Surrealism"
"88635","30162.jpg","Abstract Expressionism"
"88636","11060.jpg","Op Art"
"88637","13831.jpg","Surrealism"
"88638","15359.jpg","Romanticism"
"88639","49339.jpg","Realism"
"88640","61560.jpg","Expressionism"
"88641","8595.jpg","Zen"
"88642","100778.jpg","Impressionism"
"88643","24554.jpg","Expressionism"
"88644","42686.jpg","Impressionism"
"88645","87482.jpg","Constructivism"
"88646","100934.jpg","Ink and wash painting"
"88647","23978.jpg","Romanticism"
"88648","63133.jpg","Art Nouveau (Modern)"
"88649","19827.jpg","Ink and wash painting"
"88650","64752.jpg","Ink and wash painting"
"88651","23264.jpg","Tachisme"
"88652","76259.jpg","Ink and wash painting"
"88653","86876.jpg","Ink and wash painting"
"88654","33524.jpg","Nouveau Réalisme"
"88655","69421.jpg","Ink and wash painting"
"88656","47538.jpg","Ink and wash painting"
"88657","70451.jpg","Surrealism"
"88658","95396.jpg","Art Nouveau (Modern)"
"88659","73296.jpg","Ink and wash painting"
"88660","57763.jpg","Contemporary Realism"
"88661","84047.jpg","Romanticism"
"88662","36434.jpg","Ink and wash painting"
"88663","79660.jpg","Abstract Expressionism"
"88664","102109.jpg","Post-Impressionism"
"88665","50857.jpg","Romanticism"
"88666","61216.jpg","Ink and wash painting"
"88667","85667.jpg","Social Realism"
"88668","16187.jpg","Post-Impressionism"
"88669","96329.jpg","Impressionism"
"88670","68328.jpg","Analytical Realism"
"88671","15757.jpg","Tachisme"
"88672","82450.jpg","Post-Impressionism"
"88673","77496.jpg","Ink and wash painting"
"88674","98478.jpg","Ink and wash painting"
"88675","82744.jpg","Surrealism"
"88676","39308.jpg","Impressionism"
"88677","51844.jpg","Impressionism"
"88678","58.jpg","Op Art"
"88679","95377.jpg","Expressionism"
"88680","48167.jpg","Art Nouveau (Modern)"
"88681","87366.jpg","Art Nouveau (Modern)"
"88682","82287.jpg","Impressionism"
"88683","102417.jpg","Impressionism"
"88684","76400.jpg","Expressionism"
"88685","62764.jpg","International Gothic"
"88686","73179.jpg","Abstract Expressionism"
"88687","30213.jpg","Lyrical Abstraction"
"88688","56973.jpg","Realism"
"88689","38899.jpg","Naïve Art (Primitivism)"
"88690","78060.jpg","Naïve Art (Primitivism)"
"88691","39112.jpg","Symbolism"
"88692","35738.jpg","Ink and wash painting"
"88693","72092.jpg","Post-Impressionism"
"88694","23101.jpg","Color Field Painting"
"88695","40040.jpg","Naïve Art (Primitivism)"
"88696","92415.jpg","Lyrical Abstraction"
"88697","99297.jpg","Concretism"
"88698","80250.jpg","Naïve Art (Primitivism)"
"88699","52789.jpg","Naïve Art (Primitivism)"
"88700","1602.jpg","Romanticism"
"88701","35464.jpg","Post-Impressionism"
"88702","15223.jpg","Pop Art"
"88703","20434.jpg","Pop Art"
"88704","81369.jpg","Art Informel"
"88705","85071.jpg","Expressionism"
"88706","33550.jpg","Neoclassicism"
"88707","71449.jpg","Abstract Expressionism"
"88708","30552.jpg","Realism"
"88709","95441.jpg","Surrealism"
"88710","36388.jpg","Expressionism"
"88711","87684.jpg","Art Nouveau (Modern)"
"88712","58150.jpg","Social Realism"
"88713","63325.jpg","Expressionism"
"88714","97095.jpg","Baroque"
"88715","1394.jpg","Post-Painterly Abstraction"
"88716","12568.jpg","Naïve Art (Primitivism)"
"88717","29380.jpg","Abstract Expressionism"
"88718","92268.jpg","Romanticism"
"88719","81890.jpg","Realism"
"88720","44129.jpg","Abstract Expressionism"
"88721","52928.jpg","Realism"
"88722","38519.jpg","Northern Renaissance"
"88723","88210.jpg","Abstract Art"
"88724","40169.jpg","Neoclassicism"
"88725","14892.jpg","Romanticism"
"88726","51954.jpg","Neo-Byzantine"
"88727","95903.jpg","Nouveau Réalisme"
"88728","1196.jpg","Impressionism"
"88729","68994.jpg","Post-Impressionism"
"88730","87899.jpg","Post-Impressionism"
"88731","85376.jpg","Impressionism"
"88732","95756.jpg","Sōsaku hanga"
"88733","101316.jpg","Post-Impressionism"
"88734","22934.jpg","Art Nouveau (Modern)"
"88735","64026.jpg","Art Nouveau (Modern)"
"88736","36718.jpg","Expressionism"
"88737","73822.jpg","Regionalism"
"88738","62209.jpg","Cubism"
"88739","94321.jpg","Expressionism"
"88740","36775.jpg","Ukiyo-e"
"88741","35311.jpg","Baroque"
"88742","33500.jpg","Academicism"
"88743","41139.jpg","Rococo"
"88744","24122.jpg","Academicism"
"88745","28725.jpg","Shin-hanga"
"88746","27955.jpg","Sōsaku hanga"
"88747","91151.jpg","Color Field Painting"
"88748","92918.jpg","Lyrical Abstraction"
"88749","26905.jpg","Impressionism"
"88750","85720.jpg","Color Field Painting"
"88751","65991.jpg","Realism"
"88752","99525.jpg","Abstract Art"
"88753","78647.jpg","Expressionism"
"88754","25663.jpg","Purism"
"88755","25392.jpg","Constructivism"
"88756","48440.jpg","Tachisme"
"88757","35341.jpg","Academicism"
"88758","22057.jpg","Fauvism"
"88759","26134.jpg","Post-Impressionism"
"88760","73169.jpg","Expressionism"
"88761","75608.jpg","Abstract Art"
"88762","89930.jpg","Concretism"
"88763","33900.jpg","Art Nouveau (Modern)"
"88764","102468.jpg","Abstract Expressionism"
"88765","36630.jpg","Surrealism"
"88766","72310.jpg","Pop Art"
"88767","96549.jpg","Lyrical Abstraction"
"88768","95468.jpg","Realism"
"88769","57490.jpg","Tachisme"
"88770","32886.jpg","Cubism"
"88771","25835.jpg","Tonalism"
"88772","75335.jpg","Pop Art"
"88773","17288.jpg","Pointillism"
"88774","68814.jpg","Expressionism"
"88775","79906.jpg","Cubism"
"88776","76028.jpg","Naïve Art (Primitivism)"
"88777","4399.jpg","Academicism"
"88778","28225.jpg","Impressionism"
"88779","91479.jpg","Post-Impressionism"
"88780","53677.jpg","Realism"
"88781","76398.jpg","Pop Art"
"88782","80971.jpg","Art Deco"
"88783","44708.jpg","Neoclassicism"
"88784","8393.jpg","Cubism"
"88785","73639.jpg","Art Nouveau (Modern)"
"88786","48320.jpg","Expressionism"
"88787","43206.jpg","Impressionism"
"88788","51281.jpg","Expressionism"
"88789","50330.jpg","Northern Renaissance"
"88790","93857.jpg","Rococo"
"88791","95857.jpg","Naïve Art (Primitivism)"
"88792","19707.jpg","Realism"
"88793","44163.jpg","Hyper-Realism"
"88794","45324.jpg","Hard Edge Painting"
"88795","65851.jpg","Impressionism"
"88796","754.jpg","Orphism"
"88797","64553.jpg","Romanticism"
"88798","55996.jpg","Impressionism"
"88799","49635.jpg","Impressionism"
"88800","32060.jpg","Expressionism"
"88801","43930.jpg","Minimalism"
"88802","82102.jpg","Expressionism"
"88803","79361.jpg","Pop Art"
"88804","79829.jpg","Expressionism"
"88805","81670.jpg","Naïve Art (Primitivism)"
"88806","42891.jpg","Fauvism"
"88807","84969.jpg","High Renaissance"
"88808","16998.jpg","Color Field Painting"
"88809","70748.jpg","Symbolism"
"88810","43153.jpg","Lyrical Abstraction"
"88811","15211.jpg","High Renaissance"
"88812","53087.jpg","Abstract Expressionism"
"88813","64511.jpg","Impressionism"
"88814","73499.jpg","Native Art"
"88815","65952.jpg","Social Realism"
"88816","20972.jpg","Neoplasticism"
"88817","60474.jpg","Art Nouveau (Modern)"
"88818","42325.jpg","Lyrical Abstraction"
"88819","42549.jpg","Naïve Art (Primitivism)"
"88820","61979.jpg","Art Nouveau (Modern)"
"88821","90332.jpg","Art Nouveau (Modern)"
"88822","4129.jpg","Art Nouveau (Modern)"
"88823","64998.jpg","Art Nouveau (Modern)"
"88824","94959.jpg","Art Nouveau (Modern)"
"88825","94603.jpg","Art Nouveau (Modern)"
"88826","20725.jpg","Social Realism"
"88827","80013.jpg","Realism"
"88828","85459.jpg","Surrealism"
"88829","53892.jpg","Expressionism"
"88830","19350.jpg",""
"88831","72643.jpg","Naïve Art (Primitivism)"
"88832","13292.jpg","Surrealism"
"88833","49141.jpg","Impressionism"
"88834","25066.jpg","Impressionism"
"88835","101419.jpg","Cubo-Futurism"
"88836","37034.jpg","Abstract Expressionism"
"88837","81131.jpg","Lyrical Abstraction"
"88838","1973.jpg","Art Nouveau (Modern)"
"88839","79934.jpg","Expressionism"
"88840","101929.jpg","Expressionism"
"88841","54748.jpg","Minimalism"
"88842","75449.jpg","Romanticism"
"88843","84744.jpg","Abstract Expressionism"
"88844","11079.jpg","Orientalism"
"88845","44447.jpg","Neo-Dada"
"88846","37678.jpg","Constructivism"
"88847","83117.jpg","Romanticism"
"88848","73771.jpg",""
"88849","51069.jpg","Naïve Art (Primitivism)"
"88850","87579.jpg","Magic Realism"
"88851","102028.jpg","Art Nouveau (Modern)"
"88852","57337.jpg","Surrealism"
"88853","102076.jpg","Romanticism"
"88854","26597.jpg","Art Nouveau (Modern)"
"88855","2119.jpg","Abstract Expressionism"
"88856","28207.jpg","Art Nouveau (Modern)"
"88857","41714.jpg","Abstract Art"
"88858","39252.jpg","Neoclassicism"
"88859","21832.jpg","Post-Impressionism"
"88860","37614.jpg","Neo-Expressionism"
"88861","31096.jpg","Naïve Art (Primitivism)"
"88862","52859.jpg","Expressionism"
"88863","75703.jpg","Naïve Art (Primitivism)"
"88864","48948.jpg","Pop Art"
"88865","65860.jpg","Cubism"
"88866","69910.jpg","Shin-hanga"
"88867","33151.jpg","Abstract Expressionism"
"88868","15584.jpg","Tonalism"
"88869","96291.jpg","Post-Painterly Abstraction"
"88870","66619.jpg","Color Field Painting"
"88871","38154.jpg","Symbolism"
"88872","52871.jpg","Ukiyo-e"
"88873","47546.jpg","Art Deco"
"88874","4313.jpg","Nouveau Réalisme"
"88875","62903.jpg","Metaphysical art"
"88876","35211.jpg","Analytical Cubism"
"88877","74237.jpg","Art Nouveau (Modern)"
"88878","33764.jpg","Realism"
"88879","65517.jpg","Sōsaku hanga"
"88880","16603.jpg","Post-Impressionism"
"88881","2635.jpg","Neo-Expressionism"
"88882","53068.jpg","Lyrical Abstraction"
"88883","43337.jpg","Feminist Art"
"88884","3714.jpg","Art Nouveau (Modern)"
"88885","48366.jpg","Naïve Art (Primitivism)"
"88886","8972.jpg","Tachisme"
"88887","45691.jpg","Expressionism"
"88888","16318.jpg","Post-Impressionism"
"88889","62852.jpg","New Realism"
"88890","26911.jpg","Hard Edge Painting"
"88891","24959.jpg","Impressionism"
"88892","21639.jpg","Socialist Realism"
"88893","40950.jpg","Neo-Expressionism"
"88894","2790.jpg","Ink and wash painting"
"88895","48063.jpg","Post-Impressionism"
"88896","94803.jpg","Surrealism"
"88897","94917.jpg","Surrealism"
"88898","60495.jpg","Metaphysical art"
"88899","18293.jpg","Surrealism"
"88900","37187.jpg","Abstract Expressionism"
"88901","64320.jpg","Abstract Expressionism"
"88902","22160.jpg","Concretism"
"88903","30888.jpg","Fantastic Realism"
"88904","101057.jpg","Post-Impressionism"
"88905","69682.jpg","Surrealism"
"88906","26542.jpg","Art Nouveau (Modern)"
"88907","11924.jpg","Impressionism"
"88908","25622.jpg","Tonalism"
"88909","10483.jpg","Tachisme"
"88910","92690.jpg","Orientalism"
"88911","69025.jpg","Pop Art"
"88912","41707.jpg","Color Field Painting"
"88913","81114.jpg","Naïve Art (Primitivism)"
"88914","84264.jpg","Academicism"
"88915","35961.jpg","Tachisme"
"88916","43024.jpg","Surrealism"
"88917","92979.jpg","Impressionism"
"88918","65061.jpg","Shin-hanga"
"88919","24399.jpg","Post-Impressionism"
"88920","49562.jpg","Expressionism"
"88921","46225.jpg","Rococo"
"88922","60438.jpg","Symbolism"
"88923","22671.jpg","Romanticism"
"88924","31626.jpg","Hard Edge Painting"
"88925","89866.jpg","Cubism"
"88926","61950.jpg","Abstract Expressionism"
"88927","98176.jpg","Surrealism"
"88928","28884.jpg","Abstract Expressionism"
"88929","2352.jpg","Romanticism"
"88930","60587.jpg","Neo-Rococo"
"88931","65052.jpg","Outsider art"
"88932","81929.jpg","Art Nouveau (Modern)"
"88933","5147.jpg","Color Field Painting"
"88934","13822.jpg","Hard Edge Painting"
"88935","52985.jpg","Expressionism"
"88936","9668.jpg","Primitivism"
"88937","36096.jpg","Realism"
"88938","58175.jpg","Abstract Art"
"88939","27788.jpg","Minimalism"
"88940","51960.jpg","Ink and wash painting"
"88941","86870.jpg","Naïve Art (Primitivism)"
"88942","98373.jpg","Academicism"
"88943","54488.jpg","Post-Impressionism"
"88944","74976.jpg","Pointillism"
"88945","24235.jpg","Abstract Expressionism"
"88946","74788.jpg","Impressionism"
"88947","98799.jpg","Tonalism"
"88948","14956.jpg","Realism"
"88949","41867.jpg","Realism"
"88950","26130.jpg","Art Nouveau (Modern)"
"88951","29606.jpg","Romanticism"
"88952","97607.jpg","Expressionism"
"88953","39376.jpg","Expressionism"
"88954","101002.jpg","Native Art"
"88955","45327.jpg","Contemporary Realism"
"88956","37673.jpg","Surrealism"
"88957","91543.jpg","Synthetism"
"88958","38871.jpg","Art Nouveau (Modern)"
"88959","54391.jpg","Realism"
"88960","65846.jpg","Pop Art"
"88961","80854.jpg","Mannerism (Late Renaissance)"
"88962","81827.jpg","Impressionism"
"88963","13801.jpg",""
"88964","44210.jpg","Lyrical Abstraction"
"88965","22315.jpg","Impressionism"
"88966","18542.jpg","Surrealism"
"88967","40990.jpg","Lyrical Abstraction"
"88968","70740.jpg","Abstract Art"
"88969","36233.jpg","Tachisme"
"88970","45139.jpg","Expressionism"
"88971","77463.jpg","Art Informel"
"88972","94632.jpg","Abstract Expressionism"
"88973","70440.jpg","Art Brut"
"88974","19853.jpg","Surrealism"
"88975","2358.jpg","Post-Impressionism"
"88976","64710.jpg","Post-Impressionism"
"88977","56987.jpg","Op Art"
"88978","56429.jpg","Surrealism"
"88979","100708.jpg","Surrealism"
"88980","86734.jpg","Contemporary Realism"
"88981","93116.jpg","Concretism"
"88982","29387.jpg","Neo-Expressionism"
"88983","53527.jpg","Art Informel"
"88984","52463.jpg","Concretism"
"88985","95298.jpg","Post-Impressionism"
"88986","55223.jpg","Abstract Expressionism"
"88987","56678.jpg","Lyrical Abstraction"
"88988","53489.jpg","Neo-Romanticism"
"88989","42241.jpg","Classicism"
"88990","9570.jpg","Impressionism"
"88991","20197.jpg","Naïve Art (Primitivism)"
"88992","79184.jpg","Realism"
"88993","62128.jpg","Verism"
"88994","49832.jpg","Romanticism"
"88995","10735.jpg","Abstract Art"
"88996","27464.jpg","Expressionism"
"88997","71932.jpg","Abstract Expressionism"
"88998","81898.jpg","Neo-Dada"
"88999","12195.jpg","Impressionism"
"89000","69724.jpg","Pop Art"
"89001","11222.jpg","Ink and wash painting"
"89002","60077.jpg","Romanticism"
"89003","101456.jpg","Op Art"
"89004","92751.jpg","Impressionism"
"89005","57546.jpg","Impressionism"
"89006","94136.jpg","Color Field Painting"
"89007","85827.jpg","Hard Edge Painting"
"89008","2190.jpg","Romanticism"
"89009","51493.jpg","Tachisme"
"89010","49224.jpg","Light and Space"
"89011","96888.jpg","Neoclassicism"
"89012","29501.jpg","Lyrical Abstraction"
"89013","79573.jpg","Post-Impressionism"
"89014","83842.jpg","Shin-hanga"
"89015","16478.jpg","Baroque"
"89016","33970.jpg","Realism"
"89017","19042.jpg","Concretism"
"89018","11328.jpg","Impressionism"
"89019","77228.jpg","Abstract Expressionism"
"89020","23614.jpg","Realism"
"89021","62234.jpg","Realism"
"89022","13299.jpg","Post-Impressionism"
"89023","22020.jpg","Lyrical Abstraction"
"89024","60661.jpg","Sōsaku hanga"
"89025","68929.jpg","Social Realism"
"89026","49916.jpg","Romanticism"
"89027","11536.jpg","Post-Impressionism"
"89028","60923.jpg","Post-Impressionism"
"89029","58545.jpg","Futurism"
"89030","47841.jpg","Lyrical Abstraction"
"89031","20557.jpg","Nouveau Réalisme"
"89032","23590.jpg","Post-Impressionism"
"89033","85645.jpg","Divisionism"
"89034","95612.jpg","Impressionism"
"89035","44376.jpg","Realism"
"89036","54867.jpg","Cubism"
"89037","47766.jpg","Academicism"
"89038","1227.jpg","Color Field Painting"
"89039","45939.jpg","Outsider art"
"89040","30260.jpg","Art Nouveau (Modern)"
"89041","68627.jpg",""
"89042","38998.jpg","Kitsch"
"89043","40538.jpg","Nas-Taliq"
"89044","73662.jpg","Impressionism"
"89045","77864.jpg","Ink and wash painting"
"89046","102722.jpg","Naïve Art (Primitivism)"
"89047","56918.jpg","Abstract Expressionism"
"89048","73975.jpg","Expressionism"
"89049","32003.jpg","Ukiyo-e"
"89050","81702.jpg","Indian Space painting"
"89051","67357.jpg","Neo-Dada"
"89052","1132.jpg","Op Art"
"89053","19403.jpg","Lyrical Abstraction"
"89054","20306.jpg","Surrealism"
"89055","18433.jpg","Op Art"
"89056","88047.jpg","Lyrical Abstraction"
"89057","97268.jpg","Art Informel"
"89058","4521.jpg","Surrealism"
"89059","76891.jpg","Surrealism"
"89060","45218.jpg","Abstract Expressionism"
"89061","89474.jpg","Art Informel"
"89062","22602.jpg","Art Nouveau (Modern)"
"89063","42778.jpg","Naïve Art (Primitivism)"
"89064","80493.jpg","Art Nouveau (Modern)"
"89065","30100.jpg","Art Informel"
"89066","62950.jpg","Constructivism"
"89067","64824.jpg","Baroque"
"89068","68521.jpg","Romanticism"
"89069","58155.jpg","Neoplasticism"
"89070","56605.jpg","Abstract Art"
"89071","65500.jpg","Op Art"
"89072","31719.jpg","Expressionism"
"89073","27035.jpg","Primitivism"
"89074","30097.jpg","Post-Impressionism"
"89075","72080.jpg","Primitivism"
"89076","35006.jpg","Abstract Expressionism"
"89077","47559.jpg","Post-Impressionism"
"89078","10321.jpg","Neo-Romanticism"
"89079","52030.jpg","Baroque"
"89080","37788.jpg","Expressionism"
"89081","42624.jpg","Naïve Art (Primitivism)"
"89082","93334.jpg","Art Nouveau (Modern)"
"89083","77378.jpg","Expressionism"
"89084","81943.jpg","Abstract Expressionism"
"89085","12256.jpg","Symbolism"
"89086","7927.jpg","Impressionism"
"89087","55054.jpg","Realism"
"89088","78073.jpg","Art Informel"
"89089","33533.jpg","Ukiyo-e"
"89090","24085.jpg","Art Deco"
"89091","102029.jpg","Realism"
"89092","25346.jpg","Expressionism"
"89093","101887.jpg","Abstract Art"
"89094","29220.jpg",""
"89095","62925.jpg","Academicism"
"89096","80778.jpg","Realism"
"89097","12882.jpg","Symbolism"
"89098","86998.jpg","Impressionism"
"89099","62250.jpg","Tonalism"
"89100","43599.jpg","Art Nouveau (Modern)"
"89101","85336.jpg","Shin-hanga"
"89102","25776.jpg","Romanticism"
"89103","30312.jpg","Art Nouveau (Modern)"
"89104","86781.jpg","Post-Impressionism"
"89105","25712.jpg","Analytical Realism"
"89106","67577.jpg","Art Informel"
"89107","59935.jpg","Realism"
